experimento	metrica	metrica2	tiempo	parametros	fecha	clase	programa	algoritmo	busqueda	estimacion	dataset_train	dataset_test	observaciones
999	5182200	0.9179018	35.26621	"num_iterations=644, init_score=0.005, bagging_fraction=1, feature_fraction=0.0557154363555938, learning_rate=0.011891457706093, min_data_in_leaf=29, num_leaves=190, lambda_l1=0.0961605975173927, min_gain_to_split=0.830875253896083, max_bin=31"	20181203 205158	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0308926344921392
999	5180700	0.9223387	36.16916	"num_iterations=633, init_score=0.005, bagging_fraction=1, feature_fraction=0.484043444456824, learning_rate=0.00408952836756232, min_data_in_leaf=100, num_leaves=11, lambda_l1=0.830460563516115, min_gain_to_split=0.0736971626290288, max_bin=31"	20181203 202453	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0350225815368468
999	5174100	0.920927	19.80791	"num_iterations=76, init_score=0.005, bagging_fraction=1, feature_fraction=0.210376271534296, learning_rate=0.0105599449967817, min_data_in_leaf=100, num_leaves=482, lambda_l1=0.699861966582866, min_gain_to_split=0.464771524470556, max_bin=31"	20181203 211726	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0154912878989561
999	5173800	0.919919	12.10846	"num_iterations=51, init_score=0.005, bagging_fraction=1, feature_fraction=0.235953924587267, learning_rate=0.04070154269467, min_data_in_leaf=100, num_leaves=505, lambda_l1=0.782184273975438, min_gain_to_split=0.87196350937425, max_bin=31"	20181203 204934	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0152024977197642
999	5170200	0.9188451	24.50623	"num_iterations=105, init_score=0.005, bagging_fraction=1, feature_fraction=0.163189765274215, learning_rate=0.0259924534753104, min_data_in_leaf=47, num_leaves=306, lambda_l1=0.24498700555413, min_gain_to_split=0.145012550333486, max_bin=31"	20181203 212432	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0269149687865677
999	5166900	0.9200234	14.92888	"num_iterations=128, init_score=0.005, bagging_fraction=1, feature_fraction=0.116683796123294, learning_rate=0.013695203815506, min_data_in_leaf=38, num_leaves=228, lambda_l1=0.266041026537503, min_gain_to_split=0.756186787110785, max_bin=31"	20181203 201733	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0152290312698731
999	5163900	0.9180713	21.90917	"num_iterations=56, init_score=0.005, bagging_fraction=1, feature_fraction=0.103408516017121, learning_rate=0.0268645603625503, min_data_in_leaf=58, num_leaves=354, lambda_l1=0.0481156379849251, min_gain_to_split=0.206416286902303, max_bin=31"	20181203 200634	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0191016164853188
999	5160300	0.9204681	14.34648	"num_iterations=51, init_score=0.005, bagging_fraction=1, feature_fraction=0.44388545857901, learning_rate=0.0239774959420533, min_data_in_leaf=76, num_leaves=64, lambda_l1=0.996863638880017, min_gain_to_split=0.895784084384864, max_bin=31"	20181203 204415	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0159576096264139
999	5157000	0.9189315	30.46285	"num_iterations=340, init_score=0.005, bagging_fraction=1, feature_fraction=0.811751256102331, learning_rate=0.00532185313439998, min_data_in_leaf=33, num_leaves=124, lambda_l1=0.357641046516292, min_gain_to_split=0.991625454691652, max_bin=31"	20181203 213914	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0169534761493413
999	5156100	0.9160422	11.27197	"num_iterations=225, init_score=0.005, bagging_fraction=1, feature_fraction=0.0798431340442764, learning_rate=0.00213322442086331, min_data_in_leaf=62, num_leaves=499, lambda_l1=0.816592360445859, min_gain_to_split=0.663441554000588, max_bin=31"	20181203 203620	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0152634961463279
999	5155800	0.9209441	12.05606	"num_iterations=46, init_score=0.005, bagging_fraction=1, feature_fraction=0.124229429850536, learning_rate=0.03055937570073, min_data_in_leaf=89, num_leaves=205, lambda_l1=0.801619151464349, min_gain_to_split=0.740663085653304, max_bin=31"	20181203 203304	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.01555585059102
999	5155200	0.9201463	34.88023	"num_iterations=121, init_score=0.005, bagging_fraction=1, feature_fraction=0.231400903497042, learning_rate=0.0089364627342312, min_data_in_leaf=85, num_leaves=356, lambda_l1=0.0241814919759793, min_gain_to_split=0.398341444401667, max_bin=31"	20181203 210005	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0155042225853972
999	5154900	0.9216216	22.19851	"num_iterations=163, init_score=0.005, bagging_fraction=1, feature_fraction=0.337560176398789, learning_rate=0.00771811846286045, min_data_in_leaf=74, num_leaves=405, lambda_l1=0.569023196322863, min_gain_to_split=0.561496964663728, max_bin=31"	20181203 203249	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0238661158315068
999	5154600	0.9127622	37.93938	"num_iterations=194, init_score=0.005, bagging_fraction=1, feature_fraction=0.581527227408061, learning_rate=0.0142355183408198, min_data_in_leaf=57, num_leaves=427, lambda_l1=0.220302957383669, min_gain_to_split=0.116645981359128, max_bin=31"	20181203 213703	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0151887541275453
999	5154000	0.9199629	15.57778	"num_iterations=136, init_score=0.005, bagging_fraction=1, feature_fraction=0.149417933212159, learning_rate=0.0264374099054581, min_data_in_leaf=90, num_leaves=235, lambda_l1=0.0528219922785856, min_gain_to_split=0.785126427409414, max_bin=31"	20181203 204218	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0243525195203908
999	5148900	0.9213976	16.92352	"num_iterations=205, init_score=0.005, bagging_fraction=1, feature_fraction=0.159967108971554, learning_rate=0.0225021915634182, min_data_in_leaf=100, num_leaves=289, lambda_l1=0.784637612466785, min_gain_to_split=0.771908138998591, max_bin=31"	20181203 211701	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0354416938189912
999	5146500	0.9170229	13.96216	"num_iterations=69, init_score=0.005, bagging_fraction=1, feature_fraction=0.0717610881998068, learning_rate=0.015320064190061, min_data_in_leaf=100, num_leaves=322, lambda_l1=0.432522472971494, min_gain_to_split=0.300547711161112, max_bin=31"	20181203 211508	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0159866256486114
999	5145300	0.9186491	31.43002	"num_iterations=151, init_score=0.005, bagging_fraction=1, feature_fraction=0.386331308459619, learning_rate=0.0114151556046872, min_data_in_leaf=62, num_leaves=368, lambda_l1=0.865693051690513, min_gain_to_split=0.0162630477801943, max_bin=31"	20181203 211544	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0206462148104951
999	5139300	0.9110353	26.51046	"num_iterations=62, init_score=0.005, bagging_fraction=1, feature_fraction=0.776381706529105, learning_rate=0.0324790601493804, min_data_in_leaf=88, num_leaves=512, lambda_l1=0.35056428327361, min_gain_to_split=0.115134777060641, max_bin=31"	20181203 211812	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0174650383262335
999	5139000	0.9187955	10.52998	"num_iterations=64, init_score=0.005, bagging_fraction=1, feature_fraction=0.0652755009787671, learning_rate=0.0668161754771747, min_data_in_leaf=49, num_leaves=58, lambda_l1=0.786141512123584, min_gain_to_split=0.943859396323075, max_bin=31"	20181203 214013	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0177299112700223
999	5138100	0.9180838	10.47586	"num_iterations=55, init_score=0.005, bagging_fraction=1, feature_fraction=0.0730768586758644, learning_rate=0.0462192494304836, min_data_in_leaf=93, num_leaves=11, lambda_l1=0.937352772635765, min_gain_to_split=0.289763302812884, max_bin=31"	20181203 203929	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0172654552399581
999	5137500	0.9142589	23.54695	"num_iterations=239, init_score=0.005, bagging_fraction=1, feature_fraction=0.829162053771876, learning_rate=0.0113339221564225, min_data_in_leaf=83, num_leaves=92, lambda_l1=0.63174197750502, min_gain_to_split=0.505592682567531, max_bin=31"	20181203 214148	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0297921813857711
999	5132100	0.9200591	11.76013	"num_iterations=66, init_score=0.005, bagging_fraction=1, feature_fraction=0.104807703792186, learning_rate=0.0353947915093796, min_data_in_leaf=34, num_leaves=160, lambda_l1=0.524492623161178, min_gain_to_split=0.993422910259286, max_bin=31"	20181203 205453	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0205899610292178
999	5131800	0.9143102	45.97273	"num_iterations=131, init_score=0.005, bagging_fraction=1, feature_fraction=0.479154621560154, learning_rate=0.0106484158320787, min_data_in_leaf=41, num_leaves=364, lambda_l1=0.249097127783315, min_gain_to_split=0.0358159035115074, max_bin=31"	20181203 213838	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0151815151785801
999	5124900	0.9187839	15.86627	"num_iterations=269, init_score=0.005, bagging_fraction=1, feature_fraction=0.272075348883453, learning_rate=0.0236670054749024, min_data_in_leaf=82, num_leaves=42, lambda_l1=0.966728743073106, min_gain_to_split=0.654886645580714, max_bin=31"	20181203 202213	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0344108331584382
999	5121300	0.9179898	12.08901	"num_iterations=66, init_score=0.005, bagging_fraction=1, feature_fraction=0.0656441223796539, learning_rate=0.0244297757540016, min_data_in_leaf=32, num_leaves=300, lambda_l1=0.302062301626309, min_gain_to_split=0.750224895355022, max_bin=31"	20181203 210333	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0150018226213121
999	5117100	0.9196862	24.49636	"num_iterations=134, init_score=0.005, bagging_fraction=1, feature_fraction=0.299783433329923, learning_rate=0.0274320894348754, min_data_in_leaf=92, num_leaves=512, lambda_l1=0.929651696361871, min_gain_to_split=0.204431074001787, max_bin=31"	20181203 212057	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0288965105380014
999	5114400	0.9202173	24.65039	"num_iterations=74, init_score=0.005, bagging_fraction=1, feature_fraction=0.409302197990855, learning_rate=0.0172906886092605, min_data_in_leaf=93, num_leaves=342, lambda_l1=0.990974455661423, min_gain_to_split=0.110672399953911, max_bin=31"	20181203 205255	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0155755699016942
999	5109300	0.9206231	18.59365	"num_iterations=69, init_score=0.005, bagging_fraction=1, feature_fraction=0.9993905156146, learning_rate=0.0176934272296752, min_data_in_leaf=91, num_leaves=57, lambda_l1=0.244129356369575, min_gain_to_split=0.965585626086818, max_bin=31"	20181203 203915	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0176510306789743
999	5109000	0.9142418	20.17771	"num_iterations=257, init_score=0.005, bagging_fraction=1, feature_fraction=0.0562159530418935, learning_rate=0.0170751239774385, min_data_in_leaf=39, num_leaves=75, lambda_l1=0.168331989282696, min_gain_to_split=0.219419286178823, max_bin=31"	20181203 203659	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0233335167515219
999	5105400	0.9170112	41.93638	"num_iterations=322, init_score=0.005, bagging_fraction=1, feature_fraction=0.406255374725577, learning_rate=0.00388399727295267, min_data_in_leaf=76, num_leaves=413, lambda_l1=0.0572966357901197, min_gain_to_split=0.38548344045947, max_bin=31"	20181203 203223	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0207700293444797
999	5105400	0.9198842	19.12118	"num_iterations=58, init_score=0.005, bagging_fraction=1, feature_fraction=0.233347368062772, learning_rate=0.0329664995037965, min_data_in_leaf=68, num_leaves=358, lambda_l1=0.890066692999828, min_gain_to_split=0.195456570880258, max_bin=31"	20181203 213250	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0162852098922033
999	5103600	0.9141884	10.26273	"num_iterations=70, init_score=0.005, bagging_fraction=1, feature_fraction=0.0547769331224552, learning_rate=0.0368265530559875, min_data_in_leaf=63, num_leaves=261, lambda_l1=0.87544222069934, min_gain_to_split=0.764176662463768, max_bin=31"	20181203 211949	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0195666453250587
999	5102700	0.9201004	13.78477	"num_iterations=56, init_score=0.005, bagging_fraction=1, feature_fraction=0.381643240802019, learning_rate=0.0420829551072748, min_data_in_leaf=64, num_leaves=41, lambda_l1=0.206784267997927, min_gain_to_split=0.43715174854102, max_bin=31"	20181203 211051	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0194792075354028
999	5102700	0.9192343	20.30735	"num_iterations=211, init_score=0.005, bagging_fraction=1, feature_fraction=0.171060437499585, learning_rate=0.015918652248088, min_data_in_leaf=100, num_leaves=215, lambda_l1=0.446093673954364, min_gain_to_split=0.141269771482292, max_bin=31"	20181203 212944	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0346641103141065
999	5100300	0.9171101	16.15135	"num_iterations=52, init_score=0.005, bagging_fraction=1, feature_fraction=0.153563658756008, learning_rate=0.0670130353586132, min_data_in_leaf=100, num_leaves=444, lambda_l1=0.794250130095534, min_gain_to_split=0.102634436519926, max_bin=31"	20181203 213725	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0193624111742839
999	5097900	0.9197668	20.87077	"num_iterations=62, init_score=0.005, bagging_fraction=1, feature_fraction=0.702401667195414, learning_rate=0.0161639656350023, min_data_in_leaf=100, num_leaves=89, lambda_l1=0.650914897264416, min_gain_to_split=0.00327122038569347, max_bin=31"	20181203 214218	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0151926591619603
999	5083800	0.9204872	21.39942	"num_iterations=141, init_score=0.005, bagging_fraction=1, feature_fraction=0.998128781652452, learning_rate=0.010537609780301, min_data_in_leaf=1, num_leaves=33, lambda_l1=0.0282556284783314, min_gain_to_split=0.458916156883365, max_bin=31"	20181203 204644	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0235011658608145
999	5077200	0.9157638	36.15739	"num_iterations=294, init_score=0.005, bagging_fraction=1, feature_fraction=0.905441360280564, learning_rate=0.00326549539717198, min_data_in_leaf=98, num_leaves=473, lambda_l1=0.786150454458693, min_gain_to_split=0.164845998787785, max_bin=31"	20181203 214055	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0163803220540041
999	5070900	0.9162482	48.70969	"num_iterations=360, init_score=0.005, bagging_fraction=1, feature_fraction=0.853710914001507, learning_rate=0.00233079489581337, min_data_in_leaf=66, num_leaves=504, lambda_l1=0.869667249191472, min_gain_to_split=0.219611613000933, max_bin=31"	20181203 203420	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0167742113097213
999	5067900	0.9157958	19.55392	"num_iterations=100, init_score=0.005, bagging_fraction=1, feature_fraction=0.976494317583583, learning_rate=0.0215197421983685, min_data_in_leaf=55, num_leaves=330, lambda_l1=0.71272163684176, min_gain_to_split=0.882344976229289, max_bin=31"	20181203 212703	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0183775833363322
999	5066400	0.9198213	9.329824	"num_iterations=42, init_score=0.005, bagging_fraction=1, feature_fraction=0.104093805526709, learning_rate=0.0882058459092257, min_data_in_leaf=67, num_leaves=10, lambda_l1=0.277247253034311, min_gain_to_split=0.00154957084099881, max_bin=31"	20181203 204618	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0150304608213553
999	5063100	0.9143454	21.18561	"num_iterations=112, init_score=0.005, bagging_fraction=1, feature_fraction=0.872424654473378, learning_rate=0.0213973308079037, min_data_in_leaf=91, num_leaves=490, lambda_l1=0.497829663520221, min_gain_to_split=0.877525365965903, max_bin=31"	20181203 203954	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0195637708297742
999	5062500	0.9195447	18.96963	"num_iterations=153, init_score=0.005, bagging_fraction=1, feature_fraction=0.455765916612082, learning_rate=0.017178304226084, min_data_in_leaf=2, num_leaves=120, lambda_l1=0.0357997400735288, min_gain_to_split=0.858680970360114, max_bin=31"	20181203 203137	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0190188362621912
999	5059200	0.9184093	14.52292	"num_iterations=63, init_score=0.005, bagging_fraction=1, feature_fraction=0.348874388041938, learning_rate=0.0256887892518381, min_data_in_leaf=15, num_leaves=109, lambda_l1=0.719559225723598, min_gain_to_split=0.923195931618038, max_bin=31"	20181203 213958	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0164884960761089
999	5058000	0.9180784	20.94898	"num_iterations=116, init_score=0.005, bagging_fraction=1, feature_fraction=0.796500467387217, learning_rate=0.0138577872722254, min_data_in_leaf=29, num_leaves=234, lambda_l1=0.957841663005181, min_gain_to_split=0.815425105841143, max_bin=31"	20181203 211640	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0174073473702009
999	5055300	0.9168246	19.64741	"num_iterations=59, init_score=0.005, bagging_fraction=1, feature_fraction=0.0798194052176475, learning_rate=0.0340153967625714, min_data_in_leaf=94, num_leaves=512, lambda_l1=0.0996114195734443, min_gain_to_split=0.0827547759948131, max_bin=31"	20181203 212639	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.015038451006125
999	5051400	0.9215848	14.05914	"num_iterations=63, init_score=0.005, bagging_fraction=1, feature_fraction=0.993076784335025, learning_rate=0.0459633899030878, min_data_in_leaf=58, num_leaves=12, lambda_l1=0.0201657663827949, min_gain_to_split=0.695095277637322, max_bin=31"	20181203 203717	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0169992839088013
999	5032800	0.9182354	15.503	"num_iterations=72, init_score=0.005, bagging_fraction=1, feature_fraction=0.558581502201244, learning_rate=0.0329082397663181, min_data_in_leaf=60, num_leaves=202, lambda_l1=0.987136393461988, min_gain_to_split=0.806627664112775, max_bin=31"	20181203 211832	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.01930582507853
999	5031000	0.9202433	11.5784	"num_iterations=45, init_score=0.005, bagging_fraction=1, feature_fraction=0.13942110476119, learning_rate=0.04173828763608, min_data_in_leaf=97, num_leaves=357, lambda_l1=0.754570078059698, min_gain_to_split=0.646787941606995, max_bin=31"	20181203 205805	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0157638284991439
999	5029200	0.9150493	10.69123	"num_iterations=73, init_score=0.005, bagging_fraction=1, feature_fraction=0.0549085757922909, learning_rate=0.0196405132374831, min_data_in_leaf=73, num_leaves=304, lambda_l1=0.233965417218569, min_gain_to_split=0.706749343919391, max_bin=31"	20181203 202808	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0150506150442799
999	5023500	0.9176409	25.83483	"num_iterations=241, init_score=0.005, bagging_fraction=1, feature_fraction=0.645852274210037, learning_rate=0.0107354978771064, min_data_in_leaf=16, num_leaves=87, lambda_l1=0.752217700233888, min_gain_to_split=0.494342816856937, max_bin=31"	20181203 202853	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0278026449240758
999	5018400	0.9171823	15.26015	"num_iterations=160, init_score=0.005, bagging_fraction=1, feature_fraction=0.205049257235204, learning_rate=0.0419328783435046, min_data_in_leaf=76, num_leaves=46, lambda_l1=0.451310983374433, min_gain_to_split=0.0152388348949763, max_bin=31"	20181203 211355	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0280130760114424
999	5017200	0.9139107	10.70729	"num_iterations=54, init_score=0.005, bagging_fraction=1, feature_fraction=0.0522142074724588, learning_rate=0.0284810535691849, min_data_in_leaf=48, num_leaves=435, lambda_l1=0.0917839657652374, min_gain_to_split=0.25110530881277, max_bin=31"	20181203 211450	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0151882885094729
999	5010900	0.9199829	29.16146	"num_iterations=264, init_score=0.005, bagging_fraction=1, feature_fraction=0.601232958864598, learning_rate=0.00937033355664557, min_data_in_leaf=1, num_leaves=510, lambda_l1=0.628617591426056, min_gain_to_split=0.982097089318244, max_bin=31"	20181203 210317	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0280266970284971
999	5010600	0.9142744	10.23525	"num_iterations=53, init_score=0.005, bagging_fraction=1, feature_fraction=0.0503020917771035, learning_rate=0.0269565658663854, min_data_in_leaf=84, num_leaves=11, lambda_l1=0.0114598496388999, min_gain_to_split=0.533603696001852, max_bin=31"	20181203 201809	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0153057754707122
999	5003700	0.917311	26.6579	"num_iterations=228, init_score=0.005, bagging_fraction=1, feature_fraction=0.513753138452121, learning_rate=0.0274999861276764, min_data_in_leaf=36, num_leaves=208, lambda_l1=0.0414447725900056, min_gain_to_split=0.445222038158231, max_bin=31"	20181203 210648	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0208531549287999
999	4986600	0.9204154	15.13142	"num_iterations=59, init_score=0.005, bagging_fraction=1, feature_fraction=0.336378960020593, learning_rate=0.0227044299109769, min_data_in_leaf=10, num_leaves=153, lambda_l1=0.901926495172364, min_gain_to_split=0.753885239528257, max_bin=31"	20181203 210135	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0151343284897314
999	4976100	0.9147593	20.56802	"num_iterations=52, init_score=0.005, bagging_fraction=1, feature_fraction=0.797975104199343, learning_rate=0.027822762503296, min_data_in_leaf=91, num_leaves=138, lambda_l1=0.0018533503459236, min_gain_to_split=0.32735280008443, max_bin=31"	20181203 203024	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0150511605447261
999	4974000	0.914772	11.22245	"num_iterations=47, init_score=0.005, bagging_fraction=1, feature_fraction=0.0529212174898271, learning_rate=0.0427226511470025, min_data_in_leaf=98, num_leaves=145, lambda_l1=0.0760738207455888, min_gain_to_split=0.0153300288312452, max_bin=31"	20181203 204051	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0150537812743899
999	4961400	0.9200237	64.14012	"num_iterations=1237, init_score=0.005, bagging_fraction=1, feature_fraction=0.508807068876909, learning_rate=0.00033460920336149, min_data_in_leaf=11, num_leaves=13, lambda_l1=0.151939238986905, min_gain_to_split=0.744650810891313, max_bin=31"	20181203 201458	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0194821533663225
999	4959000	0.9211142	13.30005	"num_iterations=51, init_score=0.005, bagging_fraction=1, feature_fraction=0.940666685782815, learning_rate=0.0385138557044772, min_data_in_leaf=81, num_leaves=19, lambda_l1=0.620997757700243, min_gain_to_split=0.750367271850004, max_bin=31"	20181203 205119	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0150186790779975
999	4944300	0.918822	23.36576	"num_iterations=197, init_score=0.005, bagging_fraction=1, feature_fraction=0.29899516210883, learning_rate=0.0148322186391202, min_data_in_leaf=12, num_leaves=326, lambda_l1=0.362102988716548, min_gain_to_split=0.745035246313949, max_bin=31"	20181203 195831	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0317929798128482
999	4936500	0.9156752	25.47219	"num_iterations=253, init_score=0.005, bagging_fraction=1, feature_fraction=0.703435689474894, learning_rate=0.00650129163470909, min_data_in_leaf=57, num_leaves=456, lambda_l1=0.387631058943645, min_gain_to_split=0.872731439990761, max_bin=31"	20181203 210928	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0298871914960885
